Threat Category,IOCs (Indicators of Compromise),Threat Actor,Attack Vector,Geographical Location,Sentiment in Forums,Severity Score,Predicted Threat Category,Suggested Defense Mechanism,Risk Level Prediction,Cleaned Threat Description,Keyword Extraction,Named Entities (NER),Topic Modeling Labels,Word Count
DDoS,"['malicious.net', 'spam.exe']",Unknown,Web,Germany,0.58,1,Phishing,Patch Vulnerability,2,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Ransomware,31
Malware,"['malicious.net', 'spam.exe']",Unknown,Network,North Korea,0.53,5,Ransomware,Patch Vulnerability,1,malware detected in email attachment,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Ransomware,17
Ransomware,"['malicious.net', 'spam.exe']",Unknown,Web,Russia,0.75,2,Ransomware,Increase Web Security,3,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing,24
Malware,['123.456.78.9'],Unknown,Network,USA,0.55,4,Ransomware,Patch Vulnerability,2,phishing email with malicious link,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware,14
DDoS,"['malwarehash123', 'trojan.com']",APT-28,Network,USA,0.56,2,Ransomware,Quarantine,1,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Phishing,13
Phishing,['123.456.78.9'],APT-28,Web,Global,0.97,4,Ransomware,Monitor for Phishing,1,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Malware,20
Ransomware,"['malicious.net', 'spam.exe']",Unknown,Email,Russia,0.94,4,Ransomware,Increase Web Security,1,phishing email with malicious link,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Ransomware,27
Phishing,"['10.0.0.2', 'infected.exe']",Unknown,Web,Global,0.73,5,Ransomware,Increase Web Security,2,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Ransomware,39
Phishing,"['192.168.1.1', 'malicious.com']",Unknown,Email,Russia,0.99,2,DDoS,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",DDoS,24
Ransomware,"['malwarehash123', 'trojan.com']",APT-28,Network,Russia,0.5,2,Malware,Quarantine,3,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware,15
Malware,"['malwarehash123', 'trojan.com']",Unknown,Network,North Korea,0.81,1,DDoS,Patch Vulnerability,1,phishing email with malicious link,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing,25
Phishing,['123.456.78.9'],Unknown,Email,Global,0.81,2,Ransomware,Patch Vulnerability,2,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware,49
DDoS,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,North Korea,0.73,1,Ransomware,Increase Web Security,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",DDoS,18
Phishing,"['malicious.net', 'spam.exe']",Lazarus Group,Email,Russia,0.7,3,DDoS,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing,43
Ransomware,"['malicious.net', 'spam.exe']",Unknown,Email,USA,0.73,3,DDoS,Monitor for Phishing,3,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing,36
Ransomware,['123.456.78.9'],Anonymous,Network,Russia,0.71,3,Malware,Patch Vulnerability,4,malware detected in email attachment,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Malware,22
Ransomware,"['malicious.net', 'spam.exe']",Unknown,Email,North Korea,0.87,2,DDoS,Patch Vulnerability,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Phishing,45
Malware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Web,Global,0.57,2,Malware,Increase Web Security,5,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing,36
Phishing,['123.456.78.9'],Anonymous,Web,Global,0.6,1,Ransomware,Patch Vulnerability,3,malware detected in email attachment,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Ransomware,18
Malware,"['10.0.0.2', 'infected.exe']",Anonymous,Network,North Korea,0.59,4,Phishing,Quarantine,2,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Malware,14
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Network,Global,0.63,1,Phishing,Increase Web Security,3,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",DDoS,31
Ransomware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Email,Germany,0.76,3,Phishing,Patch Vulnerability,2,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Ransomware,40
Ransomware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Email,USA,0.56,1,Phishing,Monitor for Phishing,2,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,12
Malware,"['192.168.1.1', 'malicious.com']",Anonymous,Email,USA,0.93,4,Ransomware,Monitor for Phishing,1,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Phishing,39
Phishing,"['10.0.0.2', 'infected.exe']",Unknown,Email,USA,0.65,2,Phishing,Increase Web Security,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",DDoS,30
DDoS,['123.456.78.9'],APT-28,Web,Global,0.58,1,DDoS,Increase Web Security,3,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing,44
Malware,"['malicious.net', 'spam.exe']",APT-28,Web,Global,0.84,3,DDoS,Patch Vulnerability,5,phishing email with malicious link,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",DDoS,15
Phishing,"['malicious.net', 'spam.exe']",Lazarus Group,Network,Russia,0.52,3,Phishing,Quarantine,3,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware,37
Ransomware,"['192.168.1.1', 'malicious.com']",APT-28,Email,Russia,0.81,2,DDoS,Patch Vulnerability,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",DDoS,41
Ransomware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Email,USA,0.85,1,Malware,Monitor for Phishing,2,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing,46
Phishing,['123.456.78.9'],Lazarus Group,Network,Germany,0.61,4,Ransomware,Quarantine,2,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing,34
DDoS,"['malwarehash123', 'trojan.com']",Lazarus Group,Email,Russia,0.52,2,Phishing,Quarantine,1,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Phishing,41
Ransomware,"['10.0.0.2', 'infected.exe']",APT-28,Email,Russia,0.68,1,Phishing,Quarantine,5,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",DDoS,44
Ransomware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Email,Global,0.55,5,Ransomware,Patch Vulnerability,1,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware,31
Ransomware,"['malicious.net', 'spam.exe']",Anonymous,Email,Germany,0.56,3,DDoS,Monitor for Phishing,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing,33
Phishing,['123.456.78.9'],Unknown,Email,USA,0.63,4,Ransomware,Increase Web Security,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Ransomware,48
Malware,"['10.0.0.2', 'infected.exe']",Unknown,Network,Russia,0.65,4,Ransomware,Patch Vulnerability,3,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Phishing,39
Ransomware,['123.456.78.9'],Lazarus Group,Email,Germany,0.76,4,DDoS,Increase Web Security,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",DDoS,41
Malware,"['10.0.0.2', 'infected.exe']",Unknown,Network,Germany,0.84,3,Ransomware,Quarantine,1,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Malware,40
DDoS,"['10.0.0.2', 'infected.exe']",APT-28,Email,USA,0.8,1,DDoS,Quarantine,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Malware,32
Ransomware,"['192.168.1.1', 'malicious.com']",APT-28,Web,Germany,0.57,2,DDoS,Patch Vulnerability,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing,49
Ransomware,['123.456.78.9'],Unknown,Web,Germany,0.59,1,Ransomware,Monitor for Phishing,3,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,42
DDoS,['123.456.78.9'],APT-28,Web,Germany,0.94,2,Malware,Quarantine,1,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing,34
Ransomware,"['malicious.net', 'spam.exe']",Unknown,Web,Russia,0.78,4,DDoS,Increase Web Security,5,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Ransomware,45
Malware,"['malicious.net', 'spam.exe']",Unknown,Network,USA,0.93,1,Ransomware,Increase Web Security,3,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Ransomware,33
Phishing,"['192.168.1.1', 'malicious.com']",Unknown,Network,Germany,0.69,4,DDoS,Patch Vulnerability,4,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware,40
Malware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Email,Germany,0.81,5,Malware,Increase Web Security,5,malware detected in email attachment,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Malware,48
Phishing,"['malwarehash123', 'trojan.com']",Unknown,Web,Russia,0.76,4,Malware,Monitor for Phishing,2,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing,22
Phishing,"['malicious.net', 'spam.exe']",Lazarus Group,Network,USA,0.66,4,Phishing,Quarantine,4,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing,19
Malware,"['10.0.0.2', 'infected.exe']",Unknown,Email,Global,0.73,2,DDoS,Increase Web Security,5,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing,32
Malware,['123.456.78.9'],Unknown,Email,Russia,0.75,5,DDoS,Increase Web Security,1,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware,27
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Network,USA,0.6,4,Ransomware,Quarantine,2,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing,41
Malware,['123.456.78.9'],APT-28,Web,Germany,0.66,4,DDoS,Patch Vulnerability,4,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,42
DDoS,['123.456.78.9'],Lazarus Group,Email,USA,0.9,5,Phishing,Increase Web Security,1,phishing email with malicious link,"['phishing', 'link', 'email']","['Anonymous', 'Website']",DDoS,45
Ransomware,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,USA,0.96,5,Malware,Patch Vulnerability,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing,37
Phishing,"['malicious.net', 'spam.exe']",Unknown,Web,USA,0.68,1,Malware,Patch Vulnerability,3,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing,25
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Web,Global,0.65,2,Phishing,Increase Web Security,1,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing,25
Malware,['123.456.78.9'],APT-28,Email,USA,0.6,5,DDoS,Monitor for Phishing,5,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing,27
Malware,"['192.168.1.1', 'malicious.com']",APT-28,Web,Global,0.84,5,DDoS,Patch Vulnerability,4,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing,17
DDoS,"['10.0.0.2', 'infected.exe']",APT-28,Email,Germany,0.66,3,Phishing,Increase Web Security,2,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing,25
Malware,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,Global,0.99,5,Ransomware,Patch Vulnerability,1,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing,20
Malware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Email,Germany,0.66,2,Malware,Quarantine,3,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,15
Malware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Web,Germany,0.7,4,Phishing,Monitor for Phishing,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",DDoS,10
Ransomware,"['192.168.1.1', 'malicious.com']",Unknown,Network,Global,0.8,4,Phishing,Monitor for Phishing,4,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Malware,21
DDoS,"['malicious.net', 'spam.exe']",Lazarus Group,Web,Russia,0.9,4,DDoS,Quarantine,1,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,47
Malware,['123.456.78.9'],Anonymous,Web,North Korea,0.73,4,Malware,Quarantine,3,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,37
Phishing,['123.456.78.9'],Anonymous,Email,USA,0.71,3,DDoS,Patch Vulnerability,2,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing,26
Phishing,"['10.0.0.2', 'infected.exe']",APT-28,Email,North Korea,1.0,5,Phishing,Quarantine,1,phishing email with malicious link,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,10
Phishing,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,USA,0.51,4,Ransomware,Monitor for Phishing,2,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Ransomware,41
DDoS,['123.456.78.9'],Anonymous,Network,USA,0.95,1,Malware,Quarantine,4,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Ransomware,17
DDoS,"['malicious.net', 'spam.exe']",APT-28,Network,Germany,0.57,4,Phishing,Increase Web Security,2,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS,49
Phishing,"['10.0.0.2', 'infected.exe']",Lazarus Group,Email,USA,0.89,5,Phishing,Increase Web Security,3,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,33
Malware,"['10.0.0.2', 'infected.exe']",Unknown,Network,USA,0.81,4,Ransomware,Patch Vulnerability,5,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,19
DDoS,"['malicious.net', 'spam.exe']",Anonymous,Web,Global,0.67,3,Phishing,Monitor for Phishing,3,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,48
Phishing,"['malwarehash123', 'trojan.com']",Unknown,Email,North Korea,0.94,2,Phishing,Increase Web Security,2,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Malware,48
Phishing,"['malicious.net', 'spam.exe']",Lazarus Group,Web,Global,0.51,2,Malware,Quarantine,1,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",DDoS,19
Malware,"['malwarehash123', 'trojan.com']",Anonymous,Email,USA,0.61,5,Malware,Increase Web Security,4,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing,45
Ransomware,"['malicious.net', 'spam.exe']",Lazarus Group,Email,Germany,0.78,2,Malware,Increase Web Security,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware,34
DDoS,"['malicious.net', 'spam.exe']",Unknown,Email,Global,0.68,2,DDoS,Patch Vulnerability,1,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing,19
